State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge
KS,105,415,405-1108,yes,no,0,273.8999938964844,119,46.560001373291016,278.6000061035156,103,23.68000030517578,255.3000030517578,90,11.489999771118164,10.899999618530273,7,2.940000057220459
NJ,83,415,395-6030,no,no,0,178.8000030517578,102,30.399999618530273,167.89999389648438,84,14.270000457763672,178.89999389648438,65,8.050000190734863,8.600000381469727,4,2.319999933242798
AR,63,510,330-5168,no,yes,49,214.89999389648438,86,36.529998779296875,198.1999969482422,89,16.850000381469727,170.8000030517578,139,7.690000057220459,8.199999809265137,5,2.2100000381469727
IN,87,510,414-2606,no,no,0,189.5,113,32.220001220703125,204.89999389648438,100,17.420000076293945,221.6999969482422,93,9.979999542236328,13.399999618530273,3,3.619999885559082
MI,115,415,402-4501,no,yes,26,155.1999969482422,110,26.3799991607666,230.89999389648438,133,19.6299991607666,261.6000061035156,100,11.770000457763672,4.5,4,1.2200000286102295
AR,99,510,387-2604,yes,no,0,242.3000030517578,102,41.189998626708984,350.8999938964844,102,29.829999923706055,163.10000610351562,93,7.340000152587891,11.300000190734863,3,3.049999952316284
VT,121,415,400-3343,yes,yes,44,254.10000610351562,127,43.20000076293945,180.1999969482422,108,15.319999694824219,196.1999969482422,129,8.829999923706055,8.699999809265137,4,2.3499999046325684
ME,105,408,406-2032,no,no,0,115.5,73,19.639999389648438,267.29998779296875,83,22.719999313354492,114.19999694824219,90,5.139999866485596,13.300000190734863,5,3.5899999141693115
IA,73,415,409-4462,no,no,0,137.10000610351562,102,23.309999465942383,210.8000030517578,114,17.920000076293945,191.39999389648438,120,8.609999656677246,11.100000381469727,4,3
CT,95,415,392-5941,no,no,0,198.39999389648438,113,33.72999954223633,235.89999389648438,144,20.049999237060547,325.6000061035156,99,14.649999618530273,10.100000381469727,3,2.7300000190734863
OR,163,408,346-3445,no,yes,25,219.60000610351562,99,37.33000183105469,210.39999389648438,99,17.8799991607666,242.6999969482422,88,10.920000076293945,13.800000190734863,8,3.7300000190734863
VT,57,415,368-9507,no,no,0,169.60000610351562,96,28.829999923706055,234.6999969482422,112,19.950000762939453,285.3999938964844,83,12.84000015258789,11.199999809265137,4,3.0199999809265137
RI,83,415,334-5844,no,yes,20,95,89,16.149999618530273,167.89999389648438,92,14.270000457763672,200.60000610351562,79,9.029999732971191,11.199999809265137,2,3.0199999809265137
NM,141,415,362-9411,no,no,0,160.10000610351562,87,27.219999313354492,256.70001220703125,120,21.81999969482422,270,107,12.149999618530273,7,1,1.8899999856948853
AL,95,415,390-3565,no,no,0,194.60000610351562,114,33.08000183105469,232.8000030517578,106,19.790000915527344,173.39999389648438,92,7.800000190734863,3.799999952316284,2,1.0299999713897705
CT,74,408,384-3389,no,no,0,157.10000610351562,95,26.709999084472656,213.10000610351562,36,18.110000610351562,280.3999938964844,77,12.619999885559082,7.599999904632568,3,2.049999952316284
ID,104,415,357-1700,yes,no,0,148.1999969482422,108,25.190000534057617,161.8000030517578,113,13.75,259.29998779296875,103,11.670000076293945,11,4,2.9700000286102295
TX,71,415,376-7207,no,yes,39,183.1999969482422,103,31.139999389648438,209.39999389648438,111,17.799999237060547,172.39999389648438,109,7.760000228881836,11.899999618530273,6,3.2100000381469727
NH,149,415,368-7706,no,no,0,119.19999694824219,88,20.260000228881836,168.3000030517578,110,14.3100004196167,204.6999969482422,119,9.210000038146973,12.199999809265137,6,3.2899999618530273
ND,154,408,346-4216,no,yes,35,224,102,38.08000183105469,192,99,16.31999969482422,163.10000610351562,100,7.340000152587891,9.600000381469727,2,2.5899999141693115
SC,138,510,370-9533,no,yes,21,19.5,149,3.319999933242798,140.89999389648438,109,11.979999542236328,179.6999969482422,111,8.09000015258789,7.900000095367432,1,2.130000114440918
KS,117,415,372-1493,no,no,0,184.8000030517578,83,31.420000076293945,248.60000610351562,101,21.1299991607666,133.10000610351562,113,5.989999771118164,9.600000381469727,8,2.5899999141693115
NC,149,510,363-1719,no,no,0,207.3000030517578,115,35.2400016784668,198.39999389648438,82,16.860000610351562,114.0999984741211,83,5.130000114440918,8.600000381469727,4,2.319999933242798
OH,29,408,402-6666,no,no,0,196.8000030517578,81,33.459999084472656,168,110,14.279999732971191,132.60000610351562,98,5.96999979019165,12.699999809265137,7,3.430000066757202
NJ,153,510,407-2441,no,no,0,122.5,145,20.829999923706055,273.29998779296875,103,23.229999542236328,197.8000030517578,71,8.899999618530273,8,3,2.1600000858306885
ND,84,510,384-5027,no,no,0,226.89999389648438,144,38.56999969482422,201.60000610351562,122,17.139999389648438,130.1999969482422,121,5.860000133514404,13.199999809265137,5,3.559999942779541
WI,133,510,380-3161,no,no,0,187,65,31.790000915527344,141.39999389648438,128,12.020000457763672,238.1999969482422,108,10.720000267028809,10,8,2.700000047683716
KY,112,415,360-8135,no,no,0,170.5,113,28.989999771118164,193.1999969482422,129,16.420000076293945,188,91,8.460000038146973,11.199999809265137,6,3.0199999809265137
NY,87,415,399-5426,no,no,0,204.8000030517578,101,34.81999969482422,161,80,13.6899995803833,285.70001220703125,89,12.859999656677246,9.5,3,2.569999933242798
MO,72,415,385-2564,no,no,0,165.89999389648438,114,28.200000762939453,235.89999389648438,97,20.049999237060547,210.10000610351562,120,9.449999809265137,12,5,3.240000009536743
AZ,66,510,337-8618,no,no,0,154,133,26.18000030517578,198.89999389648438,121,16.90999984741211,151.89999389648438,100,6.840000152587891,9.5,3,2.569999933242798
CO,74,415,394-6278,no,no,0,225.1999969482422,93,38.279998779296875,215.10000610351562,120,18.280000686645508,241.8000030517578,95,10.880000114440918,9.100000381469727,2,2.4600000381469727
TN,68,415,397-1659,no,no,0,222.8000030517578,99,37.880001068115234,175.8000030517578,85,14.9399995803833,202,111,9.09000015258789,11,3,2.9700000286102295
WI,107,408,392-5296,no,no,0,134,104,22.780000686645508,174.5,94,14.829999923706055,311.1000061035156,79,14,7.300000190734863,3,1.9700000286102295
CT,95,415,375-2098,no,yes,36,283.1000061035156,112,48.130001068115234,286.20001220703125,86,24.329999923706055,261.70001220703125,129,11.779999732971191,11.300000190734863,3,3.049999952316284
MO,110,408,356-4558,no,no,0,222.6999969482422,94,37.86000061035156,105.80000305175781,98,8.989999771118164,214.8000030517578,78,9.670000076293945,13.5,4,3.6500000953674316
VA,102,510,398-5788,no,no,0,174.5,79,29.670000076293945,236.8000030517578,136,20.1299991607666,270.3999938964844,110,12.170000076293945,8.5,5,2.299999952316284
NH,130,408,390-4003,no,no,0,68.4000015258789,86,11.630000114440918,193.3000030517578,110,16.43000030517578,171.5,139,7.71999979019165,10.399999618530273,4,2.809999942779541
OK,91,408,332-8103,no,yes,31,273,78,46.40999984741211,215.5,98,18.31999969482422,104.69999694824219,114,4.710000038146973,9.600000381469727,2,2.5899999141693115
WI,84,510,378-9090,no,yes,12,89.69999694824219,87,15.25,138.60000610351562,73,11.779999732971191,165.8000030517578,114,7.460000038146973,10.699999809265137,2,2.890000104904175
ND,101,415,379-4583,no,yes,28,105.9000015258789,132,18,231.6999969482422,107,19.690000534057617,281.29998779296875,120,12.65999984741211,10.699999809265137,5,2.890000104904175
VA,136,408,411-5078,no,no,0,142.3000030517578,79,24.190000534057617,158,113,13.430000305175781,177.5,75,7.989999771118164,6,11,1.6200000047683716
UT,111,510,347-4982,no,no,0,191.3000030517578,80,32.52000045776367,138.5,94,11.770000457763672,246,107,11.069999694824219,6.400000095367432,3,1.7300000190734863
AL,92,408,371-7366,no,yes,38,242.1999969482422,96,41.16999816894531,159.6999969482422,144,13.569999694824219,210,108,9.449999809265137,8.899999618530273,1,2.4000000953674316
AL,197,415,395-7923,yes,no,0,127.30000305175781,80,21.639999389648438,222.3000030517578,115,18.899999618530273,173.89999389648438,95,7.829999923706055,13.699999809265137,5,3.700000047683716
WV,191,408,351-8398,no,no,0,162,104,27.540000915527344,241.1999969482422,120,20.5,210.39999389648438,83,9.470000267028809,10.899999618530273,7,2.940000057220459
SC,99,415,329-2204,no,yes,33,179.10000610351562,93,30.450000762939453,238.3000030517578,102,20.260000228881836,165.6999969482422,96,7.460000038146973,10.600000381469727,1,2.859999895095825
FL,106,415,407-7507,no,yes,31,197.39999389648438,125,33.560001373291016,123.4000015258789,110,10.489999771118164,115.5999984741211,101,5.199999809265137,12.300000190734863,4,3.319999933242798
NY,98,408,403-4917,no,no,0,171.6999969482422,99,29.190000534057617,174.8000030517578,87,14.859999656677246,189.60000610351562,130,8.529999732971191,7.800000190734863,6,2.109999895095825
MS,17,408,391-6709,no,yes,35,198.5,123,33.75,270.6000061035156,74,23,209.89999389648438,130,9.449999809265137,8.100000381469727,10,2.190000057220459
NH,56,415,389-5988,no,yes,24,121.69999694824219,87,20.690000534057617,184,76,15.640000343322754,266.6000061035156,98,12,12.699999809265137,3,3.430000066757202
VA,84,415,372-1534,no,no,0,130.1999969482422,105,22.1299991607666,278,60,23.6299991607666,305.3999938964844,74,13.739999771118164,14,6,3.7799999713897705
VT,95,510,395-6369,no,no,0,203.39999389648438,96,34.58000183105469,168.60000610351562,61,14.329999923706055,173,105,7.789999961853027,13.699999809265137,3,3.700000047683716
WY,16,415,400-3197,no,no,0,174.6999969482422,83,29.700000762939453,280.79998779296875,122,23.8700008392334,171.6999969482422,80,7.730000019073486,10.5,8,2.8399999141693115
WA,83,408,338-4472,no,no,0,134.8000030517578,96,22.920000076293945,167.1999969482422,78,14.210000038146973,161.5,123,7.269999980926514,7.699999809265137,5,2.0799999237060547
KS,123,415,332-2126,no,no,0,163.10000610351562,119,27.729999542236328,249.39999389648438,51,21.200000762939453,168.1999969482422,77,7.570000171661377,9,10,2.430000066757202
VT,64,408,349-2157,no,no,0,145.5,116,24.739999771118164,228.39999389648438,110,19.40999984741211,273.3999938964844,91,12.300000190734863,8.899999618530273,8,2.4000000953674316
OK,82,510,393-4823,no,no,0,329.79998779296875,73,56.06999969482422,208.3000030517578,120,17.709999084472656,267.1000061035156,102,12.020000457763672,10.600000381469727,6,2.859999895095825
GA,107,510,385-2683,no,no,0,194.5,97,33.06999969482422,186.3000030517578,131,15.84000015258789,178.3000030517578,106,8.020000457763672,12.699999809265137,1,3.430000066757202
AK,96,408,334-4506,no,yes,29,150,91,25.5,159.39999389648438,75,13.550000190734863,228.10000610351562,55,10.260000228881836,8.5,3,2.299999952316284
KY,115,510,380-5102,no,no,0,99.69999694824219,107,16.950000762939453,145.10000610351562,96,12.329999923706055,149.39999389648438,99,6.71999979019165,14.100000381469727,4,3.809999942779541
CT,90,415,334-4438,no,no,0,37.79999923706055,80,6.429999828338623,155.3000030517578,105,13.199999809265137,175,111,7.880000114440918,14.199999809265137,5,3.8299999237060547
MN,98,415,384-7459,no,no,0,72.80000305175781,107,12.380000114440918,186.39999389648438,103,15.84000015258789,175.3000030517578,110,7.889999866485596,10.5,4,2.8399999141693115
PA,174,415,353-1352,no,yes,15,221.8000030517578,143,37.709999084472656,210.60000610351562,115,17.899999618530273,221.8000030517578,109,9.979999542236328,12.399999618530273,9,3.3499999046325684
OK,123,415,393-3635,no,yes,27,198.6999969482422,127,33.779998779296875,249,105,21.170000076293945,173.1999969482422,124,7.789999961853027,12.5,5,3.380000114440918
ID,114,415,381-2376,no,no,0,202.10000610351562,100,34.36000061035156,195.6999969482422,102,16.6299991607666,291.79998779296875,120,13.130000114440918,13.300000190734863,5,3.5899999141693115
NM,132,408,415-5008,no,no,0,169.89999389648438,107,28.8799991607666,209.39999389648438,121,17.799999237060547,206.10000610351562,79,9.270000457763672,11.5,2,3.109999895095825
TX,133,408,401-4007,no,no,0,221.10000610351562,133,37.59000015258789,160.1999969482422,140,13.619999885559082,161.8000030517578,84,7.28000020980835,8.399999618530273,3,2.2699999809265137
VT,93,510,338-7709,no,yes,32,218.6999969482422,117,37.18000030517578,115,61,9.779999732971191,192.6999969482422,85,8.670000076293945,9.399999618530273,5,2.5399999618530273
MA,34,415,374-1981,no,no,0,293.70001220703125,89,49.93000030517578,272.5,71,23.15999984741211,178.1999969482422,76,8.020000457763672,11,10,2.9700000286102295
FL,144,510,384-5004,no,no,0,278.5,95,47.349998474121094,240.6999969482422,90,20.459999084472656,120,90,5.400000095367432,11.600000381469727,5,3.130000114440918
ID,24,408,341-9396,no,yes,29,236.3000030517578,105,40.16999816894531,190.8000030517578,114,16.219999313354492,129,105,5.809999942779541,7.199999809265137,2,1.940000057220459
MD,54,415,408-6302,no,no,0,273.79998779296875,113,46.54999923706055,119.5999984741211,156,10.170000076293945,267.6000061035156,117,12.039999961853027,11.699999809265137,3,3.1600000858306885
WV,50,408,348-7193,no,no,0,131.10000610351562,129,22.290000915527344,160.5,94,13.640000343322754,206.89999389648438,88,9.3100004196167,5.599999904632568,9,1.5099999904632568
ID,92,415,417-4063,no,yes,23,167.39999389648438,83,28.459999084472656,258.6000061035156,129,21.979999542236328,116.4000015258789,110,5.239999771118164,11.199999809265137,3,3.0199999809265137
NV,96,408,375-6911,no,no,0,197.6999969482422,68,33.61000061035156,250.5,53,21.290000915527344,181.1999969482422,67,8.149999618530273,10.5,3,2.8399999141693115
OH,146,415,358-3604,no,no,0,169.5,93,28.81999969482422,230.89999389648438,71,19.6299991607666,269.79998779296875,115,12.140000343322754,9,7,2.430000066757202
ID,138,415,339-7485,yes,yes,17,225.1999969482422,116,38.279998779296875,173.39999389648438,88,14.739999771118164,145.8000030517578,99,6.559999942779541,11.699999809265137,4,3.1600000858306885
SC,102,408,368-3078,no,no,0,174.5,73,29.670000076293945,213.6999969482422,114,18.15999984741211,164.6999969482422,116,7.409999847412109,10.300000190734863,5,2.7799999713897705
MO,76,510,418-7055,no,no,0,129.6999969482422,84,22.049999237060547,177.5,80,15.09000015258789,228.89999389648438,87,10.300000190734863,7.5,3,2.0299999713897705
NE,99,415,386-9981,no,no,0,200,66,34,107.9000015258789,104,9.170000076293945,233.6999969482422,82,10.520000457763672,11.399999618530273,2,3.0799999237060547
ME,36,510,335-3110,no,yes,25,152.8000030517578,110,25.979999542236328,242.8000030517578,67,20.639999389648438,147.39999389648438,74,6.630000114440918,9.100000381469727,2,2.4600000381469727
MI,70,510,400-7809,no,no,0,129.89999389648438,102,22.079999923706055,208.6999969482422,133,17.739999771118164,231.39999389648438,93,10.40999984741211,14.300000190734863,3,3.859999895095825
AZ,109,415,404-3106,yes,no,0,268.3999938964844,85,45.630001068115234,150.60000610351562,131,12.800000190734863,297.8999938964844,84,13.40999984741211,9.699999809265137,8,2.619999885559082
NJ,106,415,397-8162,no,no,0,191.39999389648438,124,32.540000915527344,200.6999969482422,116,17.059999465942383,230.10000610351562,76,10.350000381469727,8.199999809265137,3,2.2100000381469727
MS,84,510,380-6722,no,no,0,75.30000305175781,96,12.800000190734863,179.89999389648438,113,15.289999961853027,193.8000030517578,134,8.720000267028809,12.300000190734863,1,3.319999933242798
MA,80,510,329-2918,no,no,0,149.8000030517578,123,25.469999313354492,276.29998779296875,75,23.489999771118164,241.39999389648438,75,10.859999656677246,10.899999618530273,7,2.940000057220459
MN,99,408,388-4459,no,no,0,128.8000030517578,86,21.899999618530273,203.89999389648438,105,17.329999923706055,282.6000061035156,131,12.720000267028809,14.100000381469727,4,3.809999942779541
TX,70,415,341-8719,no,no,0,232.8000030517578,95,39.58000183105469,303.3999938964844,111,25.790000915527344,255.60000610351562,104,11.5,12.899999618530273,7,3.4800000190734863
HI,97,415,408-1242,no,yes,43,121.0999984741211,105,20.59000015258789,260.20001220703125,115,22.1200008392334,222.39999389648438,100,10.010000228881836,8.300000190734863,5,2.240000009536743
WI,92,415,351-2773,no,no,0,157.6999969482422,101,26.809999465942383,298.6000061035156,100,25.3799991607666,216.89999389648438,99,9.760000228881836,13.800000190734863,3,3.7300000190734863
CO,119,408,368-6174,no,no,0,124.30000305175781,68,21.1299991607666,207.10000610351562,88,17.600000381469727,157.39999389648438,93,7.079999923706055,14.800000190734863,1,4
RI,134,415,413-1789,no,no,0,141.6999969482422,95,24.09000015258789,205.60000610351562,101,17.479999542236328,218.5,60,9.829999923706055,8.800000190734863,6,2.380000114440918
VA,127,408,414-1246,no,yes,25,173,91,29.40999984741211,245.8000030517578,64,20.889999389648438,300,99,13.5,4.800000190734863,3,1.2999999523162842
NJ,80,415,330-4978,no,no,0,268.70001220703125,120,45.68000030517578,301,147,25.59000015258789,167,140,7.519999980926514,5.800000190734863,1,1.5700000524520874
MN,85,415,363-1208,no,no,0,255.3000030517578,114,43.400001525878906,194.60000610351562,83,16.540000915527344,276.6000061035156,78,12.449999809265137,3.700000047683716,5,1
WI,120,408,374-8187,no,yes,26,239.39999389648438,94,40.70000076293945,259.3999938964844,88,22.049999237060547,238,132,10.710000038146973,7.699999809265137,3,2.0799999237060547
DC,60,408,355-3801,no,no,0,179.3000030517578,147,30.479999542236328,208.89999389648438,89,17.760000228881836,248.1999969482422,98,11.170000076293945,13.5,6,3.6500000953674316
KS,120,510,392-5605,no,no,0,158,110,26.860000610351562,197,103,16.75,154.89999389648438,132,6.96999979019165,10,5,2.700000047683716
WV,124,415,358-5274,no,no,0,157.39999389648438,107,26.760000228881836,167.8000030517578,112,14.260000228881836,188.8000030517578,102,8.5,8.800000190734863,3,2.380000114440918
ME,23,510,376-9607,no,no,0,113.0999984741211,74,19.229999542236328,168.8000030517578,95,14.350000381469727,262.8999938964844,126,11.829999923706055,6.900000095367432,2,1.8600000143051147
WY,225,415,374-1213,no,no,0,182.6999969482422,142,31.059999465942383,246.5,63,20.950000762939453,218,103,9.8100004196167,8.800000190734863,2,2.380000114440918
NY,181,415,421-8537,yes,no,0,161.3000030517578,83,27.420000076293945,124.4000015258789,83,10.569999694824219,262,98,11.789999961853027,14.100000381469727,3,3.809999942779541
MO,80,408,405-4420,yes,yes,15,159.3000030517578,110,27.079999923706055,170.60000610351562,120,14.5,141.1999969482422,82,6.349999904632568,11.899999618530273,5,3.2100000381469727
NC,118,408,340-2855,yes,yes,39,153.8000030517578,106,26.149999618530273,123.30000305175781,111,10.479999542236328,117.80000305175781,103,5.300000190734863,9.199999809265137,6,2.4800000190734863
TX,66,415,402-3886,no,yes,35,190.8000030517578,100,32.439998626708984,261.29998779296875,93,22.209999084472656,209.5,108,9.430000305175781,8.899999618530273,6,2.4000000953674316
WA,66,415,336-5900,no,no,0,205.10000610351562,102,34.869998931884766,232.6999969482422,109,19.780000686645508,259.8999938964844,95,11.699999809265137,9.199999809265137,6,2.4800000190734863
HI,146,510,390-2433,no,no,0,189.3000030517578,77,32.18000030517578,155.89999389648438,128,13.25,186,83,8.369999885559082,7.400000095367432,3,2
CT,77,415,335-6508,no,no,0,245.1999969482422,87,41.68000030517578,254.10000610351562,83,21.600000381469727,239.39999389648438,91,10.770000457763672,7.5,4,2.0299999713897705
NJ,125,415,406-6400,no,no,0,182.3000030517578,64,30.989999771118164,139.8000030517578,121,11.880000114440918,171.60000610351562,96,7.71999979019165,11.600000381469727,7,3.130000114440918
AL,115,510,390-7370,no,yes,14,192.3000030517578,86,32.689998626708984,88.69999694824219,90,7.539999961853027,229.39999389648438,120,10.319999694824219,10.5,3,2.8399999141693115
MN,115,510,390-5055,yes,no,0,122,110,20.739999771118164,220.1999969482422,100,18.719999313354492,179.6999969482422,124,8.09000015258789,10.800000190734863,2,2.9200000762939453
NC,114,408,405-7542,no,no,0,193,101,32.810001373291016,250,81,21.25,133.3000030517578,79,6,9.600000381469727,2,2.5899999141693115
ND,118,415,329-3458,no,yes,39,91.5,125,15.5600004196167,219.89999389648438,113,18.690000534057617,229,99,10.3100004196167,12.699999809265137,8,3.430000066757202
CO,59,510,331-3842,no,no,0,153.60000610351562,92,26.110000610351562,205.5,88,17.469999313354492,114.5,89,5.150000095367432,12.5,10,3.380000114440918
NY,21,415,335-2274,no,no,0,244.6999969482422,81,41.599998474121094,168,117,14.279999732971191,281.5,87,12.670000076293945,6.599999904632568,1,1.7799999713897705
OR,149,415,331-1391,no,no,0,242.5,83,41.22999954223633,245.39999389648438,97,20.860000610351562,219.60000610351562,80,9.880000114440918,10,3,2.700000047683716
AL,68,510,344-4970,no,no,0,157.3000030517578,83,26.739999771118164,220.89999389648438,85,18.780000686645508,218.89999389648438,129,9.850000381469727,12,7,3.240000009536743
TX,201,415,408-1486,no,yes,21,192,97,32.63999938964844,239.10000610351562,81,20.31999969482422,116.0999984741211,125,5.21999979019165,15.100000381469727,3,4.079999923706055
PA,88,510,396-1648,no,no,0,218.1999969482422,76,37.09000015258789,169.3000030517578,60,14.390000343322754,141.10000610351562,99,6.349999904632568,8,1,2.1600000858306885
IL,85,415,391-2022,no,yes,29,144.60000610351562,97,24.579999923706055,140,102,11.899999618530273,165.39999389648438,148,7.440000057220459,10.899999618530273,3,2.940000057220459
DE,51,415,420-6465,yes,no,0,153.60000610351562,108,26.110000610351562,232.89999389648438,85,19.799999237060547,214.1999969482422,92,9.640000343322754,14.100000381469727,4,3.809999942779541
MO,45,510,398-2628,no,yes,29,135.8000030517578,104,23.09000015258789,222.5,101,18.90999984741211,235.60000610351562,92,10.600000381469727,7.900000095367432,6,2.130000114440918
WI,63,510,395-1693,no,yes,34,152.1999969482422,119,25.8700008392334,227.10000610351562,91,19.299999237060547,195.6999969482422,103,8.8100004196167,12.300000190734863,5,3.319999933242798
GA,133,510,393-3194,no,no,0,227.39999389648438,90,38.65999984741211,73.19999694824219,135,6.21999979019165,114.30000305175781,99,5.139999866485596,4.699999809265137,7,1.2699999809265137
OH,72,510,411-4781,no,no,0,138.89999389648438,111,23.610000610351562,211.60000610351562,102,17.989999771118164,179.5,91,8.079999923706055,10.800000190734863,3,2.9200000762939453
TN,130,408,401-2581,no,no,0,127,102,21.59000015258789,206.89999389648438,107,17.59000015258789,231.6999969482422,99,10.430000305175781,6.099999904632568,6,1.649999976158142
SD,97,415,385-1214,no,no,0,168.60000610351562,87,28.65999984741211,259.20001220703125,105,22.030000686645508,279.79998779296875,123,12.59000015258789,7.300000190734863,4,1.9700000286102295
GA,160,415,341-8412,no,yes,29,164.60000610351562,121,27.979999542236328,262.79998779296875,108,22.34000015258789,123.80000305175781,131,5.570000171661377,15.199999809265137,4,4.099999904632568
TX,79,415,330-8142,no,no,0,144,90,24.479999542236328,135.8000030517578,91,11.539999961853027,212.39999389648438,129,9.5600004196167,13,4,3.509999990463257
ND,132,510,372-1824,no,no,0,163.1999969482422,80,27.739999771118164,167.60000610351562,90,14.25,87.5,90,3.940000057220459,6.199999809265137,10,1.6699999570846558
NE,21,510,408-3606,no,no,0,225,110,38.25,244.1999969482422,111,20.760000228881836,221.1999969482422,93,9.949999809265137,10.699999809265137,4,2.890000104904175
NJ,147,415,379-7009,no,yes,36,254.1999969482422,78,43.209999084472656,228.10000610351562,105,19.389999389648438,98,125,4.409999847412109,13.800000190734863,7,3.7300000190734863
AK,101,510,411-4940,no,no,0,174.89999389648438,105,29.729999542236328,262,75,22.270000457763672,210,93,9.449999809265137,8.5,5,2.299999952316284
CT,125,415,409-7523,yes,no,0,187.3000030517578,118,31.84000015258789,160.6999969482422,111,13.65999984741211,263.79998779296875,112,11.869999885559082,9.600000381469727,2,2.5899999141693115
ND,110,408,348-1706,no,no,0,196.10000610351562,103,33.34000015258789,199.6999969482422,123,16.969999313354492,135.89999389648438,71,6.119999885559082,12.899999618530273,1,3.4800000190734863
KY,124,415,341-3349,no,no,0,194,103,32.97999954223633,241,116,20.489999771118164,227.5,153,10.239999771118164,11.899999618530273,5,3.2100000381469727
KY,72,415,418-8770,no,no,0,198.39999389648438,147,33.72999954223633,216.89999389648438,121,18.440000534057617,112.80000305175781,125,5.079999923706055,13.100000381469727,4,3.5399999618530273
IN,101,415,332-9118,no,yes,42,209.1999969482422,82,35.560001373291016,159.6999969482422,74,13.569999694824219,181.60000610351562,100,8.170000076293945,9.5,3,2.569999933242798
OR,53,415,386-1418,no,no,0,184.8000030517578,98,31.420000076293945,216.39999389648438,125,18.389999389648438,141.10000610351562,116,6.349999904632568,18.399999618530273,3,4.96999979019165
SD,116,408,393-3535,no,no,0,167.8000030517578,119,28.530000686645508,142,123,12.069999694824219,190.6999969482422,128,8.579999923706055,7.300000190734863,4,1.9700000286102295
DE,78,408,328-9006,no,no,0,139.1999969482422,140,23.65999984741211,191.39999389648438,113,16.270000457763672,286.5,125,12.890000343322754,11.800000190734863,3,3.190000057220459
NE,56,510,408-4865,no,no,0,121.5999984741211,84,20.670000076293945,165.3000030517578,115,14.050000190734863,243.89999389648438,95,10.979999542236328,8.899999618530273,2,2.4000000953674316
OH,127,408,396-9462,no,no,0,139.60000610351562,94,23.729999542236328,240.89999389648438,112,20.479999542236328,127.0999984741211,88,5.71999979019165,8.800000190734863,4,2.380000114440918
AR,116,415,396-9279,no,yes,23,253,78,43.0099983215332,138.89999389648438,121,11.8100004196167,277.79998779296875,104,12.5,11.800000190734863,3,3.190000057220459
TX,120,415,356-1358,no,no,0,203.3000030517578,108,34.560001373291016,259.8999938964844,66,22.09000015258789,115.9000015258789,103,5.21999979019165,7.800000190734863,2,2.109999895095825
OR,95,415,364-8774,no,no,0,167.60000610351562,96,28.489999771118164,176,89,14.960000038146973,250.89999389648438,113,11.289999961853027,13.399999618530273,6,3.619999885559082
CT,50,408,351-9037,no,no,0,301.70001220703125,82,51.290000915527344,167.10000610351562,118,14.199999809265137,72.19999694824219,89,3.25,10.5,6,2.8399999141693115
WY,68,510,398-4538,no,no,0,195.39999389648438,116,33.220001220703125,212.10000610351562,101,18.030000686645508,138.39999389648438,134,6.230000019073486,15.100000381469727,11,4.079999923706055
MO,138,415,408-1340,no,yes,29,190.10000610351562,87,32.31999969482422,223.1999969482422,123,18.969999313354492,256.20001220703125,130,11.529999732971191,14.199999809265137,6,3.8299999237060547
NH,117,510,397-1766,yes,no,0,54.20000076293945,100,9.210000038146973,303.20001220703125,84,25.770000457763672,171.8000030517578,84,7.730000019073486,8.600000381469727,2,2.319999933242798
IA,1,408,331-2144,no,yes,26,208,115,35.36000061035156,185,113,15.729999542236328,177.6999969482422,144,8,8.100000381469727,9,2.190000057220459
OR,87,510,395-1898,no,yes,22,240.8000030517578,102,40.939998626708984,75.9000015258789,106,6.449999809265137,224.60000610351562,115,10.109999656677246,7.099999904632568,3,1.9199999570846558
WV,52,510,373-8920,no,yes,21,195.6999969482422,119,33.27000045776367,106.19999694824219,95,9.029999732971191,157.39999389648438,94,7.079999923706055,5.300000190734863,3,1.4299999475479126
NV,105,408,415-1203,no,no,0,166.10000610351562,93,28.239999771118164,175.89999389648438,106,14.949999809265137,243.5,55,10.960000038146973,16.200000762939453,3,4.369999885559082
SC,77,510,369-7017,no,yes,28,135.89999389648438,117,23.100000381469727,244.5,102,20.780000686645508,207.5,74,9.34000015258789,11.5,3,3.109999895095825
NH,120,510,395-2579,no,yes,43,177.89999389648438,117,30.239999771118164,175.10000610351562,70,14.880000114440918,161.3000030517578,117,7.260000228881836,11.5,4,3.109999895095825
WY,54,408,405-7850,no,yes,39,143.89999389648438,73,24.459999084472656,210.3000030517578,117,17.8799991607666,129.1999969482422,117,5.809999942779541,12.5,8,3.380000114440918
NC,162,408,340-1876,no,yes,26,179.6999969482422,144,30.549999237060547,218.10000610351562,129,18.540000915527344,212.3000030517578,105,9.550000190734863,9.300000190734863,8,2.509999990463257
MO,85,510,383-6095,no,no,0,165.8000030517578,96,28.190000534057617,190,141,16.149999618530273,144,116,6.480000019073486,10.899999618530273,3,2.940000057220459
KS,101,510,413-1061,no,yes,25,144.10000610351562,144,24.5,167.60000610351562,105,14.25,240,107,10.800000190734863,14.5,3,3.9200000762939453
